row;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;Wifi;AC;Beachfront;Garden;Ocean View;Netflix;Pet Friendly;Balcony;Parking;Terrace;Swimming Pool;Mountain View;TV;Lake View;Gym;Breakfast Included;Patio
118;RIVERSCAPES Your Perth Getaway;10162627;David;Western Australia;SOUTH PERTH;-31.96962;115.84844;Entire home/apt;169;2;15;2024-06-09;0.12;4;304;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1
119;Queen w Ensuite Breakfast Fab Claremont location;2165516;Noelle & Rodney;Western Australia;CLAREMONT;-31.98486;115.7788;Private room;95;3;105;2024-05-11;0.83;1;30;19;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1
120;Margaret River Galaxy Pleasure Dome;5913406;Jansé;Western Australia;AUGUSTA-MARGARET RIVER;-33.98527;115.02998;Entire home/apt;149;2;100;2024-06-03;0.82;2;36;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0
121;Windalwr  A great family retreat;10981446;Emma;Western Australia;AUGUSTA-MARGARET RIVER;-33.99092;114.99605;Entire home/apt;250;3;172;2024-05-06;1.37;1;149;20;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1
122;Apurla Family Suite;10267237;Carolyn & Tony;Western Australia;ARMADALE;-32.15367;115.97077;Entire home/apt;264;6;12;2024-02-11;0.15;2;335;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1
123;RoseMoore Bed  Breakfast;11110801;Shelley;Western Australia;MOSMAN PARK;-32.01205;115.76062;Private room;120;2;60;2024-05-23;0.88;3;339;8;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1
124;RoseMoore Bed  Breakfast;11110801;Shelley;Western Australia;MOSMAN PARK;-32.01051;115.76186;Private room;120;2;79;2024-03-04;0.62;3;341;6;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0
125;Langler House;11278503;Matt;Western Australia;VICTORIA PARK;-31.99284299429155;115.90668796476076;Entire home/apt;230;3;34;2024-06-08;4.62;1;331;34;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1
126;Poinciana House  Town Centre;11168796;Helen;Western Australia;EXMOUTH;-21.93003725276196;114.1214874851352;Entire home/apt;397;3;38;2024-06-03;0.45;30;186;8;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0
127;w h a l e b o n e ;10598199;Janine;Western Australia;BUSSELTON;-33.634689;115.153534;Entire home/apt;307;1;156;2024-06-01;1.24;5;329;40;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
128;Stingray Beachhouse;11746880;Jennifer;Western Australia;ALBANY;-34.99948;117.9466;Entire home/apt;580;2;116;2024-06-14;1.53;1;277;21;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0
129;The Spanish Lodge Min 2 Nights;5745887;Carmen;Western Australia;JOONDALUP;-31.80235;115.75047;Private room;135;1;12;2023-01-08;0.11;8;365;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0
130;Farm Retreat Boyup Brook Bridgetown;11922019;Jennifer;Western Australia;BOYUP BROOK;-33.86623;116.30837;Entire home/apt;185;3;47;2023-11-24;0.38;1;110;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0
131;Nedlands  Sir CHARLES GAIRDNER HOSPITAL 2 Brm Apt;11959038;Rose;Western Australia;SUBIACO;-31.97325;115.81531;Entire home/apt;128;9;22;2022-08-01;0.2;7;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0
132;Como House Garden View Suite;3510137;Kate;Western Australia;SOUTH PERTH;-31.99582;115.8735;Private room;175;2;21;2020-02-24;0.17;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
133;Three bedroom apartment in a resort;7040169;Prue;Western Australia;BROOME;-17.9349;122.21382;Entire home/apt;420;7;73;2023-08-22;0.59;2;10;2;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0
134;2 Bedroom15 Bathroom Apartment;10629754;Gavin & Jo;Western Australia;PERTH;-31.95633;115.84615;Entire home/apt;298;1;85;2024-06-21;0.69;4;279;4;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0
135;Boutique guest suite;11672350;Linda;Western Australia;BAYSWATER;-31.919392367553503;115.90608326268804;Entire home/apt;166;1;13;2024-06-23;7.5;1;166;13;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1
136;2 Bedroom2 Bathroom Apartment;10629754;Gavin & Jo;Western Australia;PERTH;-31.95579;115.84866;Entire home/apt;252;1;100;2024-05-13;0.81;4;256;5;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0
137;Charming Cottesloe Cottage;2580553;Susan;Western Australia;COTTESLOE;-32.00202;115.75489;Entire home/apt;200;2;140;2024-06-16;1.12;1;240;28;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1
138;10 Howard Street  family friendly;12273703;Alya;Western Australia;FREMANTLE;-32.05868;115.75031;Entire home/apt;200;3;67;2017-12-30;0.54;1;25;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0
139;Treehouse Broome;12269875;Trish;Western Australia;BROOME;-17.95405;122.2315;Entire home/apt;380;2;139;2024-01-02;1.13;5;58;5;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
140;Private Beach Cottage;12752935;Ian;Western Australia;GREATER GERALDTON;-28.98557;114.75888;Entire home/apt;117;1;480;2024-06-22;3.88;3;329;68;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0
141;Twin Room close to airport  cbd;12910068;Christine;Western Australia;BELMONT;-31.95393;115.93905;Private room;150;1;216;2020-03-14;1.94;1;176;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0
142;Peppy Beach House;9132136;Charles;Western Australia;CAPEL;-33.52393;115.50995;Entire home/apt;280;2;114;2024-06-03;0.99;1;347;13;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0
143;Double Room with Shared Bathroom 3;851626;Jodi & Kyle;Western Australia;JOONDALUP;-31.76737;115.74157;Private room;135;1;22;2024-06-03;0.19;5;318;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
144;Twin GumsSubiacoPerth Cottage;6515090;Gillian;Western Australia;SUBIACO;-31.95585;115.81821;Entire home/apt;144;3;283;2024-06-04;2.27;1;0;36;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0
145;The Ultimate Retro Beach Shack;163922;Benedict;Western Australia;JERRAMUNGUP;-34.44415;119.39717;Entire home/apt;190;2;299;2024-06-16;2.42;1;61;40;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
146;Quiet city home near train  river;2219390;Deborah;Western Australia;VINCENT;-31.94254;115.87775;Entire home/apt;100;28;94;2024-01-31;0.86;1;47;4;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1
147;Koolinda Perfect for Families and Friend Getaways;13259629;Donna And Karl;Western Australia;BROOME;-17.97157;122.23012;Entire home/apt;1275;4;34;2023-10-09;0.35;1;310;4;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0
148;B2 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;SUBIACO;-31.98105;115.81558;Entire home/apt;190;3;17;2020-09-05;0.15;11;195;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1
149;Beach retreat;509371;Megan;Western Australia;JOONDALUP;-31.78192;115.74828;Private room;120;2;8;2022-11-04;0.08;1;358;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1
150;Denham Holiday Home;12787237;Jo;Western Australia;SHARK BAY;-25.92485;113.5359;Entire home/apt;114;2;392;2024-05-17;3.22;1;213;39;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0
151;Boutique holiday apartment centre of Dunsborough;14151481;Megan;Western Australia;BUSSELTON;-33.6144;115.10893;Entire home/apt;261;2;255;2024-06-20;2.07;1;185;31;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0
152;Peace  Tranquility in Karlkurla;9185284;Nicole;Western Australia;KALGOORLIE-BOULDER;-30.72091;121.44704;Private room;100;4;83;2024-05-23;0.68;1;302;8;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0
153;Acacia BB Jurien Bay;354619;Mary;Western Australia;DANDARAGAN;-30.29599;115.04728;Private room;135;2;266;2024-04-01;2.22;1;97;28;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1
154;The Surf Hut;14527849;Lucy;Western Australia;BUSSELTON;-33.6409;115.03016;Entire home/apt;280;2;29;2024-06-03;0.24;1;15;9;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1
155;Frangipani Villa Innaloo Close to beach shops;14582053;John;Western Australia;STIRLING;-31.8847;115.78944;Entire home/apt;200;5;63;2021-12-30;0.57;3;27;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0
156;Margaret River Town Sanctuary;13938170;Dorothy;Western Australia;AUGUSTA-MARGARET RIVER;-33.95177;115.07566;Entire home/apt;157;2;301;2024-06-14;2.63;2;162;17;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0
157;Eco House close to Fremantle;14705316;Michele;Western Australia;MELVILLE;-32.0397;115.78339;Private room;51;3;54;2024-06-14;0.44;1;144;19;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1
158;Greenhead South Bay Escape;14731506;Natalie;Western Australia;COOROW;-30.07133;114.96981;Entire home/apt;230;2;53;2024-06-17;0.47;1;258;7;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0
159;John Street Townhouse;14740468;Rose;Western Australia;COTTESLOE;-31.99504;115.75267;Entire home/apt;350;3;117;2024-05-27;1.03;1;210;26;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1
160;South Beach 12 walk to the beach and  restaurants;14820023;Mary;Western Australia;FREMANTLE;-32.06846;115.75288;Entire home/apt;203;5;21;2024-05-18;0.18;22;310;3;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0
161;The Lounge  Central Fremantle 1 Bed apartment;14827749;Donna;Western Australia;FREMANTLE;-32.05224;115.74822;Entire home/apt;125;3;145;2024-06-24;1.2;1;245;23;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0
162;ROOM w PRIV Bath No Pets Min stay 2 Nights;5745887;Carmen;Western Australia;JOONDALUP;-31.80245;115.75043;Private room;139;2;10;2023-09-19;0.09;8;270;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1
163;THE SPANISH LODGE 2 pets ok 24 hrs;5745887;Carmen;Western Australia;JOONDALUP;-31.80234;115.74992;Private room;133;2;12;2024-03-13;0.11;8;365;4;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1
164;Deluxe Double Room with Shared Bathroom 2;851626;Jodi & Kyle;Western Australia;JOONDALUP;-31.76701;115.74215;Private room;139;2;14;2023-04-29;0.12;5;328;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1
165;Granitas 20 walk to the beach and restaurants;14820023;Mary;Western Australia;FREMANTLE;-32.06905;115.75316;Entire home/apt;171;5;10;2024-01-29;0.18;22;150;2;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0
166;Suffolk 1 Bedroom superb apartment walk everywhere;330588144;Mark And Joanne;Western Australia;FREMANTLE;-32.05711;115.75003;Entire home/apt;197;5;158;2024-06-17;1.32;1;287;40;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0
167;Fremantle Hideaway modern and close to the centre;14820023;Mary;Western Australia;FREMANTLE;-32.06065;115.7525;Entire home/apt;331;5;21;2024-04-13;0.19;22;82;10;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1
168;Oceanside 22 fabulous 2 bedroom beachfront retreat;14820023;Mary;Western Australia;FREMANTLE;-32.06186;115.74143;Entire home/apt;276;5;37;2024-04-22;0.36;22;232;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;Condo Sleeps 6 Kiddy Equipped Ocean Views;15184744;Monique;Western Australia;COTTESLOE;-32.00493;115.7546;Entire home/apt;450;5;93;2024-06-13;0.89;1;244;17;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1
170;Villa3 bed 3 bath in Fremantles vibrant heart;14820023;Mary;Western Australia;FREMANTLE;-32.05851;115.75736;Entire home/apt;400;3;21;2024-01-01;0.31;22;285;3;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;0
171;St Clair Studio Quintessential Down South Getaway;2472194;Jen;Western Australia;AUGUSTA-MARGARET RIVER;-33.94311;115.05255;Entire home/apt;228;2;537;2024-06-14;4.38;2;113;61;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
172;Beach House nr Walpole WAustralia;15366644;Colin;Western Australia;MANJIMUP;-34.91792;116.46567;Entire home/apt;210;4;48;2024-05-04;0.61;1;318;6;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0
173;Secluded country feel home  recently renovated;11031723;Alicia;Western Australia;BUSSELTON;-33.67386;115.0837;Entire home/apt;450;2;72;2024-04-28;0.69;1;326;13;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0
174;Central location  close from CBD;13984024;Danny;Western Australia;CANNING;-32.04448;115.89537;Entire home/apt;80;2;108;2024-05-25;0.9;1;344;16;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0
175;By the beach   Unit Flora  private courtyard;15583602;Sandra;Western Australia;STIRLING;-31.85742;115.75457;Entire home/apt;135;5;224;2024-04-02;1.84;1;132;25;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
176;Beach House Big Enough To Share;15659633;Greg & Sabrina;Western Australia;CAPEL;-33.53305435180664;115.5129623413086;Entire home/apt;336;3;90;2024-04-01;0.73;1;160;13;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0
177;King Single Bedroom for 1 person close to beaches;3754542;Margaret;Western Australia;STIRLING;-31.91609;115.7777;Private room;75;3;27;2023-08-09;0.28;7;333;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0
178;Coral Cottage  Pets welcome;11168796;Helen;Western Australia;EXMOUTH;-21.93647;114.12261;Entire home/apt;334;3;46;2023-06-26;0.38;30;219;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0
179;LARGE 2 BRM Walk to BEACH;15285710;Cheryl;Western Australia;FREMANTLE;-32.06937;115.75743;Entire home/apt;144;2;104;2024-01-15;0.86;2;54;2;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
180;Fremantle Townhouses U6;14733815;David;Western Australia;FREMANTLE;-32.06034;115.75185;Entire home/apt;165;3;29;2023-12-07;0.24;3;120;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0
181;Comfy  Peaceful Home;15760554;Charles;Western Australia;VICTORIA PARK;-31.98765262208412;115.9028226779978;Private room;96;1;61;2024-06-05;0.61;4;359;18;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
182;Lovely home with a swimming  pool;13626786;Leanne;Western Australia;COCKBURN;-32.12902;115.82393;Private room;120;2;3;2024-02-27;0.39;1;88;3;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0
183;Fremantle Townhouse  U4;14733815;David;Western Australia;FREMANTLE;-32.06075;115.75074;Entire home/apt;168;3;121;2024-06-01;0.99;3;71;11;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1
184;B5 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;SUBIACO;-31.98165;115.81472;Entire home/apt;190;3;38;2024-06-08;0.32;11;346;11;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1
185;B6 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;NEDLANDS;-31.9825;115.81363;Entire home/apt;190;3;35;2023-11-17;0.31;11;162;6;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1
186;Country Cottages of Bridgetown Pet Friendly;15942215;Roger;Western Australia;BRIDGETOWN-GREENBUSHES;-33.96692;116.1566;Entire home/apt;200;2;77;2023-12-27;0.67;1;333;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
187;Fremantle Townhouse U5;14733815;David;Western Australia;FREMANTLE;-32.05976;115.75207;Entire home/apt;168;3;75;2024-06-05;0.62;3;88;7;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1
188;Great Harbour Views from Balcony;16063426;Gillian;Western Australia;FREMANTLE;-32.04804;115.75153;Entire home/apt;200;3;119;2024-06-16;1.0;1;227;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
189;Sunny gorgeous perfectly located;16042888;Penny;Western Australia;FREMANTLE;-32.06991;115.7531;Entire home/apt;200;3;135;2024-05-07;1.11;1;242;13;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1
190;Lovely home near the beach;16078180;Jennifer;Western Australia;MANDURAH;-32.52458;115.70205;Entire home/apt;125;2;463;2024-06-02;3.8;1;178;27;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0
191;luxurious accomodation In private wing;16266259;Julie;Western Australia;COTTESLOE;-31.99622;115.7532;Private room;180;2;182;2024-06-03;1.51;1;130;3;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0
192;Double Room with Shared Bathroom 4;851626;Jodi & Kyle;Western Australia;JOONDALUP;-31.767;115.74231;Private room;135;1;18;2024-04-14;0.16;5;292;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0
193;Deluxe Queen Room with Ensuite  1;851626;Jodi & Kyle;Western Australia;JOONDALUP;-31.76688;115.74316;Private room;159;2;10;2024-05-06;0.09;5;304;2;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
194;M4 West Perth Studio Apartment near Kings Park;17579312;Sharon;Western Australia;PERTH;-31.95341;115.84705;Entire home/apt;120;3;58;2024-04-27;0.49;11;355;13;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1
195;M5 West Perth Studio Apartment near Kings Park;17579312;Sharon;Western Australia;PERTH;-31.95341;115.84705;Entire home/apt;120;3;36;2024-05-01;0.33;11;159;2;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0
196;B3 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;SUBIACO;-31.98235;115.8158;Entire home/apt;190;3;28;2024-05-02;0.23;11;333;8;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0
197;Quiet modern luxury 1br apartment A cut above;4849423;Sue And Steve;Western Australia;FREMANTLE;-32.07067;115.75408;Entire home/apt;186;2;196;2024-01-03;1.64;1;295;15;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0
198;Calistoga Chalet  Luxury Among the Trees;16514119;Mindy;Western Australia;AUGUSTA-MARGARET RIVER;-33.94075;115.06879;Entire home/apt;524;3;150;2024-05-17;1.25;1;167;16;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0
199;Guesthouse in Yallingup Margaret River wine region;16686077;Leo&Linda;Western Australia;BUSSELTON;-33.719707;115.109177;Private room;180;2;67;2024-03-18;0.56;7;358;9;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0
200;Guesthouse in Yallingup Margaret River;16686077;Leo&Linda;Western Australia;BUSSELTON;-33.7203;115.1085;Private room;1800;2;2;2019-10-28;0.02;7;90;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0
201;Guesthouse in Yallingup Margaret River;16686077;Leo&Linda;Western Australia;BUSSELTON;-33.719707;115.109177;Private room;180;2;32;2024-03-03;0.28;7;356;3;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0
202;Love Shack  Romantic Farm Studio wBreakfast;3925074;Julia;Western Australia;DENMARK;-34.96478055325246;117.11001035131666;Entire home/apt;169;2;169;2024-06-19;1.56;1;351;26;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1
203;Hideaway Guesthouse Tropical secluded oasis;16758471;Ashley;Western Australia;BROOME;-17.96039581298828;122.23568725585938;Entire home/apt;268;2;6;2024-06-07;2.09;2;295;6;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0
204;Eagles Nest   Amazing Ocean Views  FIFO Discount;185094;Rocky;Western Australia;FREMANTLE;-32.05101;115.75678;Entire home/apt;150;7;216;2024-05-26;1.81;1;264;28;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0
205;For The Birds Yallingup;16929764;Joanna;Western Australia;BUSSELTON;-33.70991;115.08865;Entire home/apt;403;3;99;2024-06-04;0.82;1;184;19;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1
206;Asrama Broome House;16934658;Wendy;Western Australia;BROOME;-17.97007;122.22993;Entire home/apt;549;3;143;2024-06-18;1.31;3;44;22;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1
207;B4 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;NEDLANDS;-31.9814;115.81394;Entire home/apt;190;3;42;2024-03-24;0.4;11;224;12;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
208;Majestic Maylands;6548697;John-Paul;Western Australia;BAYSWATER;-31.92148;115.89379;Private room;130;1;7;2020-02-20;0.06;1;362;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
209;B7 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;NEDLANDS;-31.98267;115.81414;Entire home/apt;190;3;26;2024-03-11;0.3;11;342;4;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1
210;B9 Crawley Apartment 1 BRM  Sleepout near UWA;12629396;Terry;Western Australia;NEDLANDS;-31.98237;115.81401;Entire home/apt;190;3;16;2024-05-05;0.23;11;274;3;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0
211;St Clair Cottage peaceful getaway w late checkout;2472194;Jen;Western Australia;AUGUSTA-MARGARET RIVER;-33.94479;115.05288;Entire home/apt;244;2;384;2024-06-08;3.63;2;173;46;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
212;Fremantle Dolphin Retreat Apartment;17271305;Michael;Western Australia;FREMANTLE;-32.05872;115.75101;Entire home/apt;150;2;420;2024-06-01;3.61;1;325;64;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
213;Cable Beachside Villa  2 Bedroom;4860621;Charlotte;Western Australia;BROOME;-17.93485;122.21421;Entire home/apt;440;1;89;2024-04-10;0.81;7;230;8;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
214;Garden Hideaway in Leafy CuldeSac;17384340;Helen & Neil;Western Australia;SUBIACO;-31.94702;115.80993;Entire home/apt;102;3;80;2024-06-12;1.81;1;139;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
215;Marine Beach Studio  AutumnWinter sale;4925262;Jolly;Western Australia;FREMANTLE;-32.06792;115.75229;Entire home/apt;135;2;179;2024-06-08;1.49;1;329;32;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0
216;1853 on Market;17496876;Candie;Western Australia;FREMANTLE;-32.05464041089124;115.74643783271311;Entire home/apt;251;2;91;2024-06-22;4.85;1;290;57;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
217;Tranquil Garden apartment Superb location;17536359;Robyn;Western Australia;SUBIACO;-31.95132;115.82492;Entire home/apt;175;2;188;2024-06-23;1.57;1;243;63;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
218;Hensman 5  1Brm Unit with Courtyard  Parking;17579312;Sharon;Western Australia;SUBIACO;-31.96028;115.81905;Entire home/apt;140;3;70;2024-04-23;0.58;11;212;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
219;The BoHo Hilton;17739902;Russya;Western Australia;FREMANTLE;-32.069694270203364;115.77974867050486;Entire home/apt;170;4;6;2024-05-19;0.98;1;155;6;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1
220;Arcadian BnB Perth Double Bed Room;18027585;Jeffrey;Western Australia;JOONDALUP;-31.84332;115.79757;Private room;179;3;3;2021-04-08;0.03;5;217;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
221;Arcadian BnB Perth  Queen Bed Room;18027585;Jeffrey;Western Australia;JOONDALUP;-31.84354;115.79759;Private room;189;3;1;2022-11-05;0.05;5;220;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0
222;Sea Breeze n Spa  Cianan Room Private Room;18119194;Leigh;Western Australia;JOONDALUP;-31.75489;115.73638;Private room;105;3;48;2024-04-29;0.52;4;306;4;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0
223;Dunsborough Beachside Apartment the opposite beach;18230094;Gail;Western Australia;BUSSELTON;-33.63066;115.13792;Entire home/apt;250;3;175;2024-02-12;1.48;1;273;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0
224;Cosy City Centre Perth CBD Abode;18422427;Flavia;Western Australia;PERTH;-31.95295;115.85474;Entire home/apt;201;3;64;2024-06-10;2.41;1;303;33;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0
225;Lemon Tree Studio;18542600;Sean & Judith;Western Australia;SOUTH PERTH;-31.98742;115.87429;Entire home/apt;90;2;25;2019-04-27;0.21;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0
226;Upmarket Double Room 3 Upstairs;3754542;Margaret;Western Australia;STIRLING;-31.91586;115.7777;Private room;110;3;13;2024-04-30;0.11;7;250;2;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0
227;Spacious Roomwith Newly Renovated ensuite Bathroom;5230836;Bob;Western Australia;COCKBURN;-32.16679;115.85132;Private room;109;2;23;2024-05-06;0.19;2;63;13;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
228;Williams Apt resort style pool;18842136;Gillian;Western Australia;FREMANTLE;-32.06196;115.76001;Entire home/apt;113;3;91;2024-05-24;0.78;7;110;19;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0
229;Geographe Gateway  on the Bay;18522759;David;Western Australia;BUSSELTON;-33.65188;115.2038;Entire home/apt;250;2;88;2024-06-03;0.85;2;246;3;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0
230;Fremantle South Beach House  studio 4 x 2;2317913;Melanie;Western Australia;FREMANTLE;-32.07584;115.75661;Entire home/apt;191;4;145;2024-06-21;1.3;2;195;19;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0
231;Apartment in Perth City Centre;19316633;Alex;Western Australia;PERTH;-31.94767;115.85468;Entire home/apt;180;7;6;2024-05-10;0.33;2;288;3;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0
232;Arcadian BnB Perth  Single Room;18027585;Jeffrey;Western Australia;JOONDALUP;-31.84439;115.79826;Private room;169;3;3;2019-03-05;0.03;5;220;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0
233;Marmion Beach Granny Flat;7307469;Kerry;Western Australia;JOONDALUP;-31.84033;115.75229;Entire home/apt;110;4;99;2024-06-22;0.87;1;143;13;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
